Ligands HGNC,Receptors HGNC,Supports,id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,version,interactors,classification,directionality,modulatory_effect
WNT5B,FZD8;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9H1J7,FZD8_LRP6,WNT5B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5B-FZD8+LRP6,Signaling by WNT,Ligand-Receptor,
WNT5B,FZD9;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9H1J7,FZD9_LRP5,WNT5B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5B-FZD9+LRP5,Signaling by WNT,Ligand-Receptor,
WNT5B,FZD9;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9H1J7,FZD9_LRP6,WNT5B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5B-FZD9+LRP6,Signaling by WNT,Ligand-Receptor,
WNT5B,SFRP1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,Q9H1J7,Q8N474,WNT5B_HUMAN,SFRP1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT5B-SFRP1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT5B,SFRP2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,Q9H1J7,Q96HF1,WNT5B_HUMAN,SFRP2_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT5B-SFRP2,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT5B,SFRP4,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,Q9H1J7,Q6FHJ7,WNT5B_HUMAN,SFRP4_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT5B-SFRP4,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT5B,SFRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,Q9H1J7,Q5T4F7,WNT5B_HUMAN,SFRP5_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT5B-SFRP5,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT5B,WIF1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,Q9H1J7,Q9Y5W5,WNT5B_HUMAN,WIF1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT5B-WIF1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT6,CER1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/10067895'>10067895</a>,,Q9Y6F9,O95813,WNT6_HUMAN,CER1_HUMAN,curated,PMID:10067895,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT6-CER1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT6,FRZB,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,Q9Y6F9,Q92765,WNT6_HUMAN,SFRP3_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT6-FRZB,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT6,FZD1;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9Y6F9,FZD1_LRP5,WNT6_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT6-FZD1+LRP5,Signaling by WNT,Ligand-Receptor,
WNT6,FZD1;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9Y6F9,FZD1_LRP6,WNT6_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT6-FZD1+LRP6,Signaling by WNT,Ligand-Receptor,
WNT6,FZD10;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9Y6F9,FZD10_LRP5,WNT6_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT6-FZD10+LRP5,Signaling by WNT,Ligand-Receptor,
WNT6,FZD10;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9Y6F9,FZD10_LRP6,WNT6_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT6-FZD10+LRP6,Signaling by WNT,Ligand-Receptor,
WNT6,FZD2;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9Y6F9,FZD2_LRP5,WNT6_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT6-FZD2+LRP5,Signaling by WNT,Ligand-Receptor,
WNT6,FZD2;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9Y6F9,FZD2_LRP6,WNT6_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT6-FZD2+LRP6,Signaling by WNT,Ligand-Receptor,
WNT6,FZD9;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9Y6F9,FZD3_LRP5,WNT6_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT6-FZD3+LRP5,Signaling by WNT,Ligand-Receptor,
WNT6,FZD9;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9Y6F9,FZD3_LRP6,WNT6_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT6-FZD3+LRP6,Signaling by WNT,Ligand-Receptor,
WNT6,FZD4;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9Y6F9,FZD4_LRP5,WNT6_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT6-FZD4+LRP5,Signaling by WNT,Ligand-Receptor,
WNT6,FZD4;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9Y6F9,FZD4_LRP6,WNT6_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT6-FZD4+LRP6,Signaling by WNT,Ligand-Receptor,
WNT6,FZD5;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9Y6F9,FZD5_LRP5,WNT6_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT6-FZD5+LRP5,Signaling by WNT,Ligand-Receptor,
WNT6,FZD5;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9Y6F9,FZD5_LRP6,WNT6_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT6-FZD5+LRP6,Signaling by WNT,Ligand-Receptor,
WNT6,FZD6;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9Y6F9,FZD6_LRP5,WNT6_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT6-FZD6+LRP5,Signaling by WNT,Ligand-Receptor,
WNT6,FZD6;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9Y6F9,FZD6_LRP6,WNT6_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT6-FZD6+LRP6,Signaling by WNT,Ligand-Receptor,
WNT6,FZD7;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9Y6F9,FZD7_LRP5,WNT6_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT6-FZD7+LRP5,Signaling by WNT,Ligand-Receptor,
WNT6,FZD7;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9Y6F9,FZD7_LRP6,WNT6_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT6-FZD7+LRP6,Signaling by WNT,Ligand-Receptor,
WNT6,FZD8;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9Y6F9,FZD8_LRP5,WNT6_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT6-FZD8+LRP5,Signaling by WNT,Ligand-Receptor,
WNT6,FZD8;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9Y6F9,FZD8_LRP6,WNT6_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT6-FZD8+LRP6,Signaling by WNT,Ligand-Receptor,
WNT6,FZD9;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9Y6F9,FZD9_LRP5,WNT6_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT6-FZD9+LRP5,Signaling by WNT,Ligand-Receptor,
WNT6,FZD9;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9Y6F9,FZD9_LRP6,WNT6_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT6-FZD9+LRP6,Signaling by WNT,Ligand-Receptor,
WNT6,SFRP1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,Q9Y6F9,Q8N474,WNT6_HUMAN,SFRP1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT6-SFRP1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT6,SFRP2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,Q9Y6F9,Q96HF1,WNT6_HUMAN,SFRP2_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT6-SFRP2,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT6,SFRP4,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,Q9Y6F9,Q6FHJ7,WNT6_HUMAN,SFRP4_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT6-SFRP4,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT6,SFRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,Q9Y6F9,Q5T4F7,WNT6_HUMAN,SFRP5_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT6-SFRP5,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT6,WIF1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,Q9Y6F9,Q9Y5W5,WNT6_HUMAN,WIF1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT6-WIF1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT7A,CER1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/10067895'>10067895</a>,,O00755,O95813,WNT7A_HUMAN,CER1_HUMAN,curated,PMID:10067895,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT7A-CER1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT7A,FRZB,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,O00755,Q92765,WNT7A_HUMAN,SFRP3_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT7A-FRZB,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT7A,FZD1;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,O00755,FZD1_LRP5,WNT7A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7A-FZD1+LRP5,Signaling by WNT,Ligand-Receptor,
WNT7A,FZD1;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,O00755,FZD1_LRP6,WNT7A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7A-FZD1+LRP6,Signaling by WNT,Ligand-Receptor,
WNT7A,FZD10;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,O00755,FZD10_LRP5,WNT7A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7A-FZD10+LRP5,Signaling by WNT,Ligand-Receptor,
WNT7A,FZD10;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,O00755,FZD10_LRP6,WNT7A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7A-FZD10+LRP6,Signaling by WNT,Ligand-Receptor,
WNT7A,FZD2;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,O00755,FZD2_LRP5,WNT7A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7A-FZD2+LRP5,Signaling by WNT,Ligand-Receptor,
WNT7A,FZD2;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,O00755,FZD2_LRP6,WNT7A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7A-FZD2+LRP6,Signaling by WNT,Ligand-Receptor,
WNT7A,FZD9;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,O00755,FZD3_LRP5,WNT7A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7A-FZD3+LRP5,Signaling by WNT,Ligand-Receptor,
WNT7A,FZD9;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,O00755,FZD3_LRP6,WNT7A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7A-FZD3+LRP6,Signaling by WNT,Ligand-Receptor,
WNT7A,FZD4;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,O00755,FZD4_LRP5,WNT7A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7A-FZD4+LRP5,Signaling by WNT,Ligand-Receptor,
WNT7A,FZD4;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,O00755,FZD4_LRP6,WNT7A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7A-FZD4+LRP6,Signaling by WNT,Ligand-Receptor,
WNT7A,FZD5;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24032637'>24032637</a>,,O00755,FZD5_LRP5,WNT7A_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT7A-FZD5+LRP5,Signaling by WNT,Ligand-Receptor,
WNT7A,FZD5;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24032637'>24032637</a>,,O00755,FZD5_LRP6,WNT7A_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT7A-FZD5+LRP6,Signaling by WNT,Ligand-Receptor,
WNT7A,FZD6;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,O00755,FZD6_LRP5,WNT7A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7A-FZD6+LRP5,Signaling by WNT,Ligand-Receptor,
WNT7A,FZD6;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,O00755,FZD6_LRP6,WNT7A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7A-FZD6+LRP6,Signaling by WNT,Ligand-Receptor,
WNT7A,FZD7;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,O00755,FZD7_LRP5,WNT7A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7A-FZD7+LRP5,Signaling by WNT,Ligand-Receptor,
WNT7A,FZD7;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,O00755,FZD7_LRP6,WNT7A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7A-FZD7+LRP6,Signaling by WNT,Ligand-Receptor,
WNT7A,FZD8;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,O00755,FZD8_LRP5,WNT7A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7A-FZD8+LRP5,Signaling by WNT,Ligand-Receptor,
WNT7A,FZD8;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,O00755,FZD8_LRP6,WNT7A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7A-FZD8+LRP6,Signaling by WNT,Ligand-Receptor,
WNT7A,FZD9;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,O00755,FZD9_LRP5,WNT7A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7A-FZD9+LRP5,Signaling by WNT,Ligand-Receptor,
WNT7A,FZD9;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,O00755,FZD9_LRP6,WNT7A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7A-FZD9+LRP6,Signaling by WNT,Ligand-Receptor,
WNT7A,SFRP1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,O00755,Q8N474,WNT7A_HUMAN,SFRP1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT7A-SFRP1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT7A,SFRP2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,O00755,Q96HF1,WNT7A_HUMAN,SFRP2_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT7A-SFRP2,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT7A,SFRP4,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,O00755,Q6FHJ7,WNT7A_HUMAN,SFRP4_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT7A-SFRP4,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT7A,SFRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,O00755,Q5T4F7,WNT7A_HUMAN,SFRP5_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT7A-SFRP5,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT7A,WIF1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,O00755,Q9Y5W5,WNT7A_HUMAN,WIF1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT7A-WIF1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT7B,CER1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/10067895'>10067895</a>,,P56706,O95813,WNT7B_HUMAN,CER1_HUMAN,curated,PMID:10067895,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT7B-CER1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT7B,FRZB,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,P56706,Q92765,WNT7B_HUMAN,SFRP3_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT7B-FRZB,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT7B,FZD1;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24032637'>24032637</a>,,P56706,FZD1_LRP5,WNT7B_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT7B-FZD1+LRP5,Signaling by WNT,Ligand-Receptor,
WNT7B,FZD1;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24032637'>24032637</a>,,P56706,FZD1_LRP6,WNT7B_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT7B-FZD1+LRP6,Signaling by WNT,Ligand-Receptor,
WNT7B,FZD10;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24032637'>24032637</a>,,P56706,FZD10_LRP5,WNT7B_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT7B-FZD10+LRP5,Signaling by WNT,Ligand-Receptor,
WNT7B,FZD10;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24032637'>24032637</a>,,P56706,FZD10_LRP6,WNT7B_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT7B-FZD10+LRP6,Signaling by WNT,Ligand-Receptor,
WNT7B,FZD2;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56706,FZD2_LRP5,WNT7B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7B-FZD2+LRP5,Signaling by WNT,Ligand-Receptor,
WNT7B,FZD2;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56706,FZD2_LRP6,WNT7B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7B-FZD2+LRP6,Signaling by WNT,Ligand-Receptor,
WNT7B,FZD9;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56706,FZD3_LRP5,WNT7B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7B-FZD3+LRP5,Signaling by WNT,Ligand-Receptor,
WNT7B,FZD9;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56706,FZD3_LRP6,WNT7B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7B-FZD3+LRP6,Signaling by WNT,Ligand-Receptor,
WNT7B,FZD4;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24032637'>24032637</a>,,P56706,FZD4_LRP5,WNT7B_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT7B-FZD4+LRP5,Signaling by WNT,Ligand-Receptor,
WNT7B,FZD4;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24032637'>24032637</a>,,P56706,FZD4_LRP6,WNT7B_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT7B-FZD4+LRP6,Signaling by WNT,Ligand-Receptor,
WNT7B,FZD5;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56706,FZD5_LRP5,WNT7B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7B-FZD5+LRP5,Signaling by WNT,Ligand-Receptor,
WNT7B,FZD5;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56706,FZD5_LRP6,WNT7B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT7B-FZD5+LRP6,Signaling by WNT,Ligand-Receptor,
