Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand-expressing cells,Ligand detection rate,Ligand average expression value,Ligand total expression value,Ligand derived specificity of average expression value,Ligand derived specificity of total expression value,Receptor-expressing cells,Receptor detection rate,Receptor average expression value,Receptor total expression value,Receptor derived specificity of average expression value,Receptor derived specificity of total expression value,Edge average expression weight,Edge average expression derived specificity,Edge total expression weight,Edge total expression derived specificity
Cancer Cell,Gnai2,Cav1,Cancer Cell,4,0.8,0.86279252,4.3139626,0.1932981224403161,0.3306890804568449,1,0.2,0.259876,1.29938,0.1169032838506523,0.2486552812408384,0.22421906892752,0.02259718527543841,5.605476723188,0.082227586304271
Cancer Cell,Gnai2,Cav1,Endothelial Cells,4,0.8,0.86279252,4.3139626,0.1932981224403161,0.3306890804568449,2,1.0,1.963124,3.926248,0.8830967161493478,0.7513447187591615,1.69376870303248,0.1707009371648777,16.9376870303248,0.2484614941525738
Endothelial Cells,Gnai2,Cav1,Cancer Cell,2,1.0,2.07081,4.14162,0.4639396791833926,0.3174780674736674,1,0.2,0.259876,1.29938,0.1169032838506523,0.2486552812408384,0.53815381956,0.0542360720051567,5.381538195599999,0.07894259815546265
Endothelial Cells,Gnai2,Cav1,Endothelial Cells,2,1.0,2.07081,4.14162,0.4639396791833926,0.3174780674736674,2,1.0,1.963124,3.926248,0.8830967161493478,0.7513447187591615,4.06525681044,0.409703607178236,16.26102724176,0.2385354693182047
Neutrophils,Gnai2,Cav1,Cancer Cell,2,0.6666666666666666,1.529930333333333,4.589791,0.3427621983762912,0.3518328520694877,1,0.2,0.259876,1.29938,0.1169032838506523,0.2486552812408384,0.3975921753053334,0.04007002657005716,5.96388262958,0.08748509678110475
Neutrophils,Gnai2,Cav1,Endothelial Cells,2,0.6666666666666666,1.529930333333333,4.589791,0.3427621983762912,0.3518328520694877,2,1.0,1.963124,3.926248,0.8830967161493478,0.7513447187591615,3.003442955694667,0.3026921718062341,18.020657734168,0.2643477552883829
Cancer Cell,Gnai2,F2r,Cancer Cell,4,0.8,0.86279252,4.3139626,0.1932981224403161,0.3306890804568449,3,0.6,0.37401248,1.8700624,1.0,1.0,0.3226951701306496,0.1932981224403161,8.067379253266239,0.3306890804568449
Endothelial Cells,Gnai2,F2r,Cancer Cell,2,1.0,2.07081,4.14162,0.4639396791833926,0.3174780674736674,3,0.6,0.37401248,1.8700624,1.0,1.0,0.7745087837087999,0.4639396791833926,7.745087837087999,0.3174780674736674
Neutrophils,Gnai2,F2r,Cancer Cell,2,0.6666666666666666,1.529930333333333,4.589791,0.3427621983762912,0.3518328520694877,3,0.6,0.37401248,1.8700624,1.0,1.0,0.5722130381972267,0.3427621983762912,8.583195572958399,0.3518328520694877
Cancer Cell,Gnai2,Cxcr2,Cancer Cell,4,0.8,0.86279252,4.3139626,0.1932981224403161,0.3306890804568449,2,0.4,0.2329094794875732,1.164547397437866,0.1449080654283197,0.2202373319122047,0.2009525567389716,0.02801045697375268,5.023813918474289,0.0728300807723159
Cancer Cell,Gnai2,Cxcr2,Neutrophils,4,0.8,0.86279252,4.3139626,0.1932981224403161,0.3306890804568449,2,0.6666666666666666,1.374381866229717,4.123145598689151,0.8550919345716802,0.7797626680877953,1.18580639380664,0.1652876654665634,17.78709590709961,0.257858999684529
Endothelial Cells,Gnai2,Cxcr2,Cancer Cell,2,1.0,2.07081,4.14162,0.4639396791833926,0.3174780674736674,2,0.4,0.2329094794875732,1.164547397437866,0.1449080654283197,0.2202373319122047,0.4823112792176614,0.06722860138590073,4.823112792176614,0.0699205225210434
Endothelial Cells,Gnai2,Cxcr2,Neutrophils,2,1.0,2.07081,4.14162,0.4639396791833926,0.3174780674736674,2,0.6666666666666666,1.374381866229717,4.123145598689151,0.8550919345716802,0.7797626680877953,2.84608371240716,0.3967110777974919,17.07650227444296,0.247557544952624
Neutrophils,Gnai2,Cxcr2,Cancer Cell,2,0.6666666666666666,1.529930333333333,4.589791,0.3427621983762912,0.3518328520694877,2,0.4,0.2329094794875732,1.164547397437866,0.1449080654283197,0.2202373319122047,0.356335277588916,0.04966900706866632,5.34502916383374,0.07748672861884537
Neutrophils,Gnai2,Cxcr2,Neutrophils,2,0.6666666666666666,1.529930333333333,4.589791,0.3427621983762912,0.3518328520694877,2,0.6666666666666666,1.374381866229717,4.123145598689151,0.8550919345716802,0.7797626680877953,2.10270850672812,0.2930931913076249,18.92437656055307,0.2743461234506423
Cancer Cell,Gnai2,P2ry12,Cancer Cell,4,0.8,0.86279252,4.3139626,0.1932981224403161,0.3306890804568449,1,0.2,0.1272103,0.6360515,1.0,1.0,0.109756095306956,0.1932981224403161,2.7439023826739,0.3306890804568449
Endothelial Cells,Gnai2,P2ry12,Cancer Cell,2,1.0,2.07081,4.14162,0.4639396791833926,0.3174780674736674,1,0.2,0.1272103,0.6360515,1.0,1.0,0.263428361343,0.4639396791833926,2.63428361343,0.3174780674736674
Neutrophils,Gnai2,P2ry12,Cancer Cell,2,0.6666666666666666,1.529930333333333,4.589791,0.3427621983762912,0.3518328520694877,1,0.2,0.1272103,0.6360515,1.0,1.0,0.1946228966824333,0.3427621983762912,2.9193434502365,0.3518328520694877
Cancer Cell,Gnai2,C5ar1,Cancer Cell,4,0.8,0.86279252,4.3139626,0.1932981224403161,0.3306890804568449,1,0.2,0.2043474,1.021737,0.1228139027467392,0.1891989933948481,0.176309408201448,0.02373969681051225,4.407735205036199,0.06256604114910297
Cancer Cell,Gnai2,C5ar1,Neutrophils,4,0.8,0.86279252,4.3139626,0.1932981224403161,0.3306890804568449,2,0.6666666666666666,1.459531,4.378593,0.8771860972532608,0.810801006605152,1.25927242950812,0.1695584256298038,18.8890864426218,0.2681230393077419
Endothelial Cells,Gnai2,C5ar1,Cancer Cell,2,1.0,2.07081,4.14162,0.4639396791833926,0.3174780674736674,1,0.2,0.2043474,1.021737,0.1228139027467392,0.1891989933948481,0.423164639394,0.05697824263958255,4.231646393939999,0.06006653079095953
Endothelial Cells,Gnai2,C5ar1,Neutrophils,2,1.0,2.07081,4.14162,0.4639396791833926,0.3174780674736674,2,0.6666666666666666,1.459531,4.378593,0.8771860972532608,0.810801006605152,3.02241139011,0.4069614365438101,18.13446834066,0.2574115366827079
Neutrophils,Gnai2,C5ar1,Cancer Cell,2,0.6666666666666666,1.529930333333333,4.589791,0.3427621983762912,0.3518328520694877,1,0.2,0.2043474,1.021737,0.1228139027467392,0.1891989933948481,0.3126372857978,0.04209596329664435,4.689559286967,0.06656642145478554
Neutrophils,Gnai2,C5ar1,Neutrophils,2,0.6666666666666666,1.529930333333333,4.589791,0.3427621983762912,0.3518328520694877,2,0.6666666666666666,1.459531,4.378593,0.8771860972532608,0.810801006605152,2.232980749340334,0.3006662350796469,20.096826744063,0.2852664306147021
Cancer Cell,Gnai2,Fpr1,Neutrophils,4,0.8,0.86279252,4.3139626,0.1932981224403161,0.3306890804568449,1,0.3333333333333333,0.8377313333333333,2.513194,1.0,1.0,0.7227883281696266,0.1932981224403161,10.8418249225444,0.3306890804568449
Endothelial Cells,Gnai2,Fpr1,Neutrophils,2,1.0,2.07081,4.14162,0.4639396791833926,0.3174780674736674,1,0.3333333333333333,0.8377313333333333,2.513194,1.0,1.0,1.73478242238,0.4639396791833926,10.40869453428,0.3174780674736674
Neutrophils,Gnai2,Fpr1,Neutrophils,2,0.6666666666666666,1.529930333333333,4.589791,0.3427621983762912,0.3518328520694877,1,0.3333333333333333,0.8377313333333333,2.513194,1.0,1.0,1.281670578050444,0.3427621983762912,11.535035202454,0.3518328520694877
Cancer Cell,Gnai2,Igf1r,Cancer Cell,4,0.8,0.86279252,4.3139626,0.1932981224403161,0.3306890804568449,4,0.8,0.4774245199999999,2.3871226,0.5348643395355066,0.7419205674185612,0.4119183047205903,0.1033882725924931,10.29795761801476,0.2453450302116646
Cancer Cell,Gnai2,Igf1r,Endothelial Cells,4,0.8,0.86279252,4.3139626,0.1932981224403161,0.3306890804568449,1,0.5,0.4151840999999999,0.8303681999999999,0.4651356604644934,0.258079432581439,0.3582177359029319,0.08990984984782292,3.582177359029319,0.08534405024518034
Endothelial Cells,Gnai2,Igf1r,Cancer Cell,2,1.0,2.07081,4.14162,0.4639396791833926,0.3174780674736674,4,0.8,0.4774245199999999,2.3871226,0.5348643395355066,0.7419205674185612,0.9886554702611997,0.2481447900907401,9.886554702611997,0.2355435079630116
Endothelial Cells,Gnai2,Igf1r,Endothelial Cells,2,1.0,2.07081,4.14162,0.4639396791833926,0.3174780674736674,1,0.5,0.4151840999999999,0.8303681999999999,0.4651356604644934,0.258079432581439,0.8597673861209998,0.2157948890926525,3.439069544483999,0.08193455951065587
Neutrophils,Gnai2,Igf1r,Cancer Cell,2,0.6666666666666666,1.529930333333333,4.589791,0.3427621983762912,0.3518328520694877,4,0.8,0.4774245199999999,2.3871226,0.5348643395355066,0.7419205674185612,0.7304262550251066,0.1833312768522733,10.9563938253766,0.261032029243885
Neutrophils,Gnai2,Igf1r,Endothelial Cells,2,0.6666666666666666,1.529930333333333,4.589791,0.3427621983762912,0.3518328520694877,1,0.5,0.4151840999999999,0.8303681999999999,0.4651356604644934,0.258079432581439,0.6352027485077,0.1594309215240179,3.8112164910462,0.09080082282560273
Cancer Cell,Tnc,Ptprb,Endothelial Cells,1,0.2,0.07355315999999999,0.3677658,1.0,1.0,2,1.0,2.306858,4.613716,1.0,1.0,0.16967669557128,1.0,1.6967669557128,1.0
Cancer Cell,Tnc,Itgav,Cancer Cell,1,0.2,0.07355315999999999,0.3677658,1.0,1.0,1,0.2,0.1202058,0.601029,0.1231447437198443,0.2182678705368644,0.008841516440327999,0.1231447437198443,0.2210379110082,0.2182678705368644
Cancer Cell,Tnc,Itgav,Endothelial Cells,1,0.2,0.07355315999999999,0.3677658,1.0,1.0,1,0.5,0.4151840999999999,0.8303681999999999,0.4253350469865363,0.3015539995167107,0.03053810253675599,0.4253350469865363,0.30538102536756,0.3015539995167107
Cancer Cell,Tnc,Itgav,Neutrophils,1,0.2,0.07355315999999999,0.3677658,1.0,1.0,1,0.3333333333333333,0.4407443333333333,1.322233,0.4515202092936194,0.4801781299464249,0.03241813846876,0.4515202092936194,0.4862720770314,0.4801781299464249
Cancer Cell,Tnc,Itgb1,Cancer Cell,1,0.2,0.07355315999999999,0.3677658,1.0,1.0,5,1.0,1.05307504,5.2653752,0.5704933045923432,0.7685523266267312,0.07745699690912639,0.5704933045923432,1.93642492272816,0.7685523266267312
Cancer Cell,Tnc,Itgb1,Endothelial Cells,1,0.2,0.07355315999999999,0.3677658,1.0,1.0,1,0.5,0.7928275,1.585655,0.4295066954076568,0.2314476733732687,0.0583149679599,0.4295066954076568,0.583149679599,0.2314476733732687
Cancer Cell,Mif,Cd74,Cancer Cell,5,1.0,2.759633200000001,13.798166,0.479495056565523,0.6230462758238468,3,0.6,0.36824826,1.8412413,0.1106854213906028,0.1906424330904022,1.016230124138232,0.05307311239066586,25.4057531034558,0.118779057950972
Cancer Cell,Mif,Cd74,Endothelial Cells,5,1.0,2.759633200000001,13.798166,0.479495056565523,0.6230462758238468,2,1.0,1.0593511,2.1187022,0.3184121573421654,0.2193707812235083,2.923420466016521,0.1526770553959318,29.2342046601652,0.1366781482658747
Cancer Cell,Mif,Cd74,Neutrophils,5,1.0,2.759633200000001,13.798166,0.479495056565523,0.6230462758238468,3,1.0,1.899381333333333,5.698144,0.5709024212672318,0.5899867856860895,5.241595786926935,0.2737448887789253,78.62393680390402,0.3675890696070001
Endothelial Cells,Mif,Cd74,Cancer Cell,1,0.5,0.638843,1.277686,0.1110010056486813,0.05769299369005036,3,0.6,0.36824826,1.8412413,0.1106854213906028,0.1906424330904022,0.23525282316318,0.01228619308500497,2.3525282316318,0.01099873268934042
Endothelial Cells,Mif,Cd74,Endothelial Cells,1,0.5,0.638843,1.277686,0.1110010056486813,0.05769299369005036,2,1.0,1.0593511,2.1187022,0.3184121573421654,0.2193707812235083,0.6767590347773,0.03534406967574649,2.7070361391092,0.01265615709690928
Endothelial Cells,Mif,Cd74,Neutrophils,1,0.5,0.638843,1.277686,0.1110010056486813,0.05769299369005036,3,1.0,1.899381333333333,5.698144,0.5709024212672318,0.5899867856860895,1.213406469130667,0.0633707428879298,7.280438814784,0.03403810390380065
Neutrophils,Mif,Cd74,Cancer Cell,3,1.0,2.356814,7.070442000000001,0.4095039377857957,0.319260730486103,3,0.6,0.36824826,1.8412413,0.1106854213906028,0.1906424330904022,0.8678926546436402,0.04532611591493201,13.0183898196546,0.06086464245008983
Neutrophils,Mif,Cd74,Endothelial Cells,3,1.0,2.356814,7.070442000000001,0.4095039377857957,0.319260730486103,2,1.0,1.0593511,2.1187022,0.3184121573421654,0.2193707812235083,2.496693503395401,0.1303910322704871,14.9801610203724,0.07003647586072434
Neutrophils,Mif,Cd74,Neutrophils,3,1.0,2.356814,7.070442000000001,0.4095039377857957,0.319260730486103,3,1.0,1.899381333333333,5.698144,0.5709024212672318,0.5899867856860895,4.476488517738668,0.2337867896003766,40.28839665964801,0.1883596121752889
Cancer Cell,Hras,Cav1,Cancer Cell,2,0.4,0.2474161,1.2370805,0.3734017888917027,0.5983609170084849,1,0.2,0.259876,1.29938,0.1169032838506523,0.2486552812408384,0.0642975064036,0.04365189531714806,1.60743766009,0.1487856021022708
Cancer Cell,Hras,Cav1,Endothelial Cells,2,0.4,0.2474161,1.2370805,0.3734017888917027,0.5983609170084849,2,1.0,1.963124,3.926248,0.8830967161493478,0.7513447187591615,0.4857084838964,0.3297498935745547,4.857084838964,0.4495753149062141
Endothelial Cells,Hras,Cav1,Cancer Cell,1,0.5,0.4151840999999999,0.8303681999999999,0.6265982111082973,0.4016390829915151,1,0.2,0.259876,1.29938,0.1169032838506523,0.2486552812408384,0.1078963831716,0.07325138853350421,1.078963831716,0.09986967913856762
Endothelial Cells,Hras,Cav1,Endothelial Cells,1,0.5,0.4151840999999999,0.8303681999999999,0.6265982111082973,0.4016390829915151,2,1.0,1.963124,3.926248,0.8830967161493478,0.7513447187591615,0.8150578711283999,0.5533468225747932,3.2602314845136,0.3017694038529474
Cancer Cell,Hras,Insr,Endothelial Cells,2,0.4,0.2474161,1.2370805,0.3734017888917027,0.5983609170084849,1,0.5,0.4151840999999999,0.8303681999999999,1.0,1.0,0.10272323080401,0.3734017888917027,1.0272323080401,0.5983609170084849
Endothelial Cells,Hras,Insr,Endothelial Cells,1,0.5,0.4151840999999999,0.8303681999999999,0.6265982111082973,0.4016390829915151,1,0.5,0.4151840999999999,0.8303681999999999,1.0,1.0,0.1723778368928099,0.6265982111082973,0.6895113475712398,0.4016390829915151
Cancer Cell,App,Cav1,Cancer Cell,5,1.0,0.8076021000000001,4.0380105,0.269590578899754,0.4463479892534098,1,0.2,0.259876,1.29938,0.1169032838506523,0.2486552812408384,0.2098764033396,0.03151602396857961,5.24691008349,0.1109867847990893
Cancer Cell,App,Cav1,Endothelial Cells,5,1.0,0.8076021000000001,4.0380105,0.269590578899754,0.4463479892534098,2,1.0,1.963124,3.926248,0.8830967161493478,0.7513447187591615,1.5854230649604,0.2380745549311744,15.854230649604,0.3353612044543204
Endothelial Cells,App,Cav1,Cancer Cell,2,1.0,1.555412,3.110824,0.5192215591163323,0.3438599372936869,1,0.2,0.259876,1.29938,0.1169032838506523,0.2486552812408384,0.404214248912,0.06069870530675483,4.04214248912,0.08550258941521877
Endothelial Cells,App,Cav1,Endothelial Cells,2,1.0,1.555412,3.110824,0.5192215591163323,0.3438599372936869,2,1.0,1.963124,3.926248,0.8830967161493478,0.7513447187591615,3.053466627088,0.4585228538095775,12.213866508352,0.2583573478784681
Neutrophils,App,Cav1,Cancer Cell,1,0.3333333333333333,0.6326473333333333,1.897942,0.2111878619839138,0.2097920734529034,1,0.2,0.259876,1.29938,0.1169032838506523,0.2486552812408384,0.1644098583973333,0.02468855457531785,2.46614787596,0.05216590702653032
Neutrophils,App,Cav1,Endothelial Cells,1,0.3333333333333333,0.6326473333333333,1.897942,0.2111878619839138,0.2097920734529034,2,1.0,1.963124,3.926248,0.8830967161493478,0.7513447187591615,1.241965163602667,0.186499307408596,7.451790981616001,0.1576261664263731
Cancer Cell,App,Lrp1,Cancer Cell,5,1.0,0.8076021000000001,4.0380105,0.269590578899754,0.4463479892534098,2,0.4,0.19375896,0.9687948,1.0,1.0,0.156480142989816,0.269590578899754,3.9120035747454,0.4463479892534098
Endothelial Cells,App,Lrp1,Cancer Cell,2,1.0,1.555412,3.110824,0.5192215591163323,0.3438599372936869,2,0.4,0.19375896,0.9687948,1.0,1.0,0.30137501149152,0.5192215591163323,3.0137501149152,0.3438599372936869
Neutrophils,App,Lrp1,Cancer Cell,1,0.3333333333333333,0.6326473333333333,1.897942,0.2111878619839138,0.2097920734529034,2,0.4,0.19375896,0.9687948,1.0,1.0,0.12258108935344,0.2111878619839138,1.8387163403016,0.2097920734529034
Cancer Cell,App,Cd74,Cancer Cell,5,1.0,0.8076021000000001,4.0380105,0.269590578899754,0.4463479892534098,3,0.6,0.36824826,1.8412413,0.1106854213906028,0.1906424330904022,0.297398068097346,0.02983974682845583,7.434951702433651,0.08509286667627874
Cancer Cell,App,Cd74,Endothelial Cells,5,1.0,0.8076021000000001,4.0380105,0.269590578899754,0.4463479892534098,2,1.0,1.0593511,2.1187022,0.3184121573421654,0.2193707812235083,0.85553417299731,0.08584091782659392,8.555341729973101,0.09791570710006257
Cancer Cell,App,Cd74,Neutrophils,5,1.0,0.8076021000000001,4.0380105,0.269590578899754,0.4463479892534098,3,1.0,1.899381333333333,5.698144,0.5709024212672318,0.5899867856860895,1.5339443535008,0.1539099142447042,23.009165302512,0.2633394154770685
Endothelial Cells,App,Cd74,Cancer Cell,2,1.0,1.555412,3.110824,0.5192215591163323,0.3438599372936869,3,0.6,0.36824826,1.8412413,0.1106854213906028,0.1906424330904022,0.57277776258312,0.05747025706587704,5.7277776258312,0.06555429508798159
Endothelial Cells,App,Cd74,Endothelial Cells,2,1.0,1.555412,3.110824,0.5192215591163323,0.3438599372936869,2,1.0,1.0593511,2.1187022,0.3184121573421654,0.2193707812235083,1.6477274131532,0.1653264567767941,6.5909096526128,0.07543282307558265
Endothelial Cells,App,Cd74,Neutrophils,2,1.0,1.555412,3.110824,0.5192215591163323,0.3438599372936869,3,1.0,1.899381333333333,5.698144,0.5709024212672318,0.5899867856860895,2.954320518442667,0.2964248452736612,17.725923110656,0.2028728191301226
Neutrophils,App,Cd74,Cancer Cell,1,0.3333333333333333,0.6326473333333333,1.897942,0.2111878619839138,0.2097920734529034,3,0.6,0.36824826,1.8412413,0.1106854213906028,0.1906424330904022,0.23297127969364,0.02337541749626997,3.4945691954046,0.03999527132614188
Neutrophils,App,Cd74,Endothelial Cells,1,0.3333333333333333,0.6326473333333333,1.897942,0.2111878619839138,0.2097920734529034,2,1.0,1.0593511,2.1187022,0.3184121573421654,0.2193707812235083,0.6701956484787334,0.06724478273877747,4.0211738908724,0.04602225104786304
Neutrophils,App,Cd74,Neutrophils,1,0.3333333333333333,0.6326473333333333,1.897942,0.2111878619839138,0.2097920734529034,3,1.0,1.899381333333333,5.698144,0.5709024212672318,0.5899867856860895,1.201638535516445,0.1205676617488664,10.814746819648,0.1237745510788985
Cancer Cell,App,Tnfrsf21,Cancer Cell,5,1.0,0.8076021000000001,4.0380105,0.269590578899754,0.4463479892534098,4,0.8,0.7020855800000001,3.5104279,1.0,1.0,0.5670057887877181,0.269590578899754,14.17514471969295,0.4463479892534098
Endothelial Cells,App,Tnfrsf21,Cancer Cell,2,1.0,1.555412,3.110824,0.5192215591163323,0.3438599372936869,4,0.8,0.7020855800000001,3.5104279,1.0,1.0,1.09203233615896,0.5192215591163323,10.9203233615896,0.3438599372936869
Neutrophils,App,Tnfrsf21,Cancer Cell,1,0.3333333333333333,0.6326473333333333,1.897942,0.2111878619839138,0.2097920734529034,4,0.8,0.7020855800000001,3.5104279,1.0,1.0,0.4441725699587867,0.2111878619839138,6.662588549381801,0.2097920734529034
Cancer Cell,App,Gpc1,Cancer Cell,5,1.0,0.8076021000000001,4.0380105,0.269590578899754,0.4463479892534098,2,0.4,0.2474161037309284,1.237080518654642,1.0,1.0,0.1998137649469157,0.269590578899754,4.995344123672891,0.4463479892534098
Endothelial Cells,App,Gpc1,Cancer Cell,2,1.0,1.555412,3.110824,0.5192215591163323,0.3438599372936869,2,0.4,0.2474161037309284,1.237080518654642,1.0,1.0,0.3848339767363309,0.5192215591163323,3.848339767363308,0.3438599372936869
Neutrophils,App,Gpc1,Cancer Cell,1,0.3333333333333333,0.6326473333333333,1.897942,0.2111878619839138,0.2097920734529034,2,0.4,0.2474161037309284,1.237080518654642,1.0,1.0,0.1565271382490953,0.2111878619839138,2.347907073736429,0.2097920734529034
Cancer Cell,App,Ncstn,Endothelial Cells,5,1.0,0.8076021000000001,4.0380105,0.269590578899754,0.4463479892534098,1,0.5,0.4151841060401,0.8303682120802001,1.0,1.0,0.3353035559246075,0.269590578899754,3.353035559246075,0.4463479892534098
Endothelial Cells,App,Ncstn,Endothelial Cells,2,1.0,1.555412,3.110824,0.5192215591163323,0.3438599372936869,1,0.5,0.4151841060401,0.8303682120802001,1.0,1.0,0.6457823407440441,0.5192215591163323,2.583129362976176,0.3438599372936869
Neutrophils,App,Ncstn,Endothelial Cells,1,0.3333333333333333,0.6326473333333333,1.897942,0.2111878619839138,0.2097920734529034,1,0.5,0.4151841060401,0.8303682120802001,1.0,1.0,0.2626651175286532,0.2111878619839138,1.575990705171919,0.2097920734529034
Cancer Cell,Rgmb,Neo1,Cancer Cell,2,0.4,0.22334192,1.1167096,1.0,1.0,1,0.2,0.1202058,0.601029,1.0,1.0,0.026846994167136,1.0,0.6711748541784001,1.0
Neutrophils,Serpine1,Lrp1,Cancer Cell,1,0.3333333333333333,0.7417343333333334,2.225203,1.0,1.0,2,0.4,0.19375896,0.9687948,1.0,1.0,0.14371767302296,1.0,2.1557650953444,1.0
Cancer Cell,Hsp90aa1,Fgfr3,Cancer Cell,5,1.0,2.8539086,14.269543,0.5364284890919393,0.6934869045359189,2,0.4,0.42691158,2.1345579,0.5069632704920182,0.7199362911608489,1.218366629601588,0.2719495412151414,30.4591657400397,0.4992663900202071
Cancer Cell,Hsp90aa1,Fgfr3,Endothelial Cells,5,1.0,2.8539086,14.269543,0.5364284890919393,0.6934869045359189,1,0.5,0.4151840999999999,0.8303681999999999,0.4930367295079818,0.2800637088391512,1.18489747357326,0.2644789478767978,11.8489747357326,0.1942205145157118
Endothelial Cells,Hsp90aa1,Fgfr3,Cancer Cell,1,0.5,1.091913,2.183826,0.2052389627368749,0.1061319716255144,2,0.4,0.42691158,2.1345579,0.5069632704920182,0.7199362911608489,0.4661503040525399,0.1040486157814755,4.6615030405254,0.07640825802566127
Endothelial Cells,Hsp90aa1,Fgfr3,Endothelial Cells,1,0.5,1.091913,2.183826,0.2052389627368749,0.1061319716255144,1,0.5,0.4151840999999999,0.8303681999999999,0.4930367295079818,0.2800637088391512,0.4533449161832999,0.1011903469553993,1.8133796647332,0.02972371359985311
Neutrophils,Hsp90aa1,Fgfr3,Cancer Cell,2,0.6666666666666666,1.374381666666667,4.123145,0.2583325481711858,0.2003811238385666,2,0.4,0.42691158,2.1345579,0.5069632704920182,0.7199362911608489,0.5867394488397,0.1309651134954012,8.8010917325955,0.1442616431149804
Neutrophils,Hsp90aa1,Fgfr3,Endothelial Cells,2,0.6666666666666666,1.374381666666667,4.123145,0.2583325481711858,0.2003811238385666,1,0.5,0.4151840999999999,0.8303681999999999,0.4930367295079818,0.2800637088391512,0.5706214153314999,0.1273674346757846,3.423728491988999,0.05611948072358621
Endothelial Cells,Hspg2,Itgb1,Cancer Cell,2,1.0,1.28301,2.56602,1.0,1.0,5,1.0,1.05307504,5.2653752,0.5704933045923432,0.7685523266267312,1.3511058070704,0.5704933045923432,13.511058070704,0.7685523266267312
Endothelial Cells,Hspg2,Itgb1,Endothelial Cells,2,1.0,1.28301,2.56602,1.0,1.0,1,0.5,0.7928275,1.585655,0.4295066954076568,0.2314476733732687,1.017205610775,0.4295066954076568,4.0688224431,0.2314476733732687
Endothelial Cells,Pdgfb,Lrp1,Cancer Cell,2,1.0,1.0593511,2.1187022,1.0,1.0,2,0.4,0.19375896,0.9687948,1.0,1.0,0.205258767410856,1.0,2.05258767410856,1.0
Endothelial Cells,Pdgfb,Pdgfrb,Cancer Cell,2,1.0,1.0593511,2.1187022,1.0,1.0,1,0.2,0.1202058,0.601029,0.2142896362029566,0.3125050045183652,0.12734014645638,0.2142896362029566,1.2734014645638,0.3125050045183652
Endothelial Cells,Pdgfb,Pdgfrb,Neutrophils,2,1.0,1.0593511,2.1187022,1.0,1.0,1,0.3333333333333333,0.4407443333333333,1.322233,0.7857103637970434,0.6874949954816348,0.4669029943354334,0.7857103637970434,2.8014179660126,0.6874949954816348
Neutrophils,Tslp,Crlf2,Cancer Cell,1,0.3333333333333333,0.4407443333333333,1.322233,1.0,1.0,2,0.4,0.1911959,0.9559795,1.0,1.0,0.08426850948156667,1.0,1.2640276422235,1.0
Cancer Cell,Cxcl5,Cxcr2,Cancer Cell,2,0.4,0.19375896,0.9687948,1.0,1.0,2,0.4,0.2329094794875732,1.164547397437866,0.1449080654283197,0.2202373319122047,0.0451282985196535,0.1449080654283197,1.128207462991338,0.2202373319122047
Cancer Cell,Cxcl5,Cxcr2,Neutrophils,2,0.4,0.19375896,0.9687948,1.0,1.0,2,0.6666666666666666,1.374381866229717,4.123145598689151,0.8550919345716802,0.7797626680877953,0.266298801043529,0.8550919345716802,3.994482015652936,0.7797626680877953
Cancer Cell,Ybx1,Notch1,Cancer Cell,5,1.0,1.89679178,9.483958900000001,0.3184946390203092,0.5204344929080039,1,0.2,0.11764274,0.5882137,0.2106831365162572,0.3078932796188451,0.2231437822086772,0.06710144951241187,5.57859455521693,0.1602382828482159
Cancer Cell,Ybx1,Notch1,Neutrophils,5,1.0,1.89679178,9.483958900000001,0.3184946390203092,0.5204344929080039,1,0.3333333333333333,0.4407443333333333,1.322233,0.7893168634837427,0.6921067203811548,0.8360002285482468,0.2513931895078974,12.5400034282237,0.360196210059788
Endothelial Cells,Ybx1,Notch1,Cancer Cell,2,1.0,3.436899,6.873798,0.5770975590975312,0.3772012947548783,1,0.2,0.11764274,0.5882137,0.2106831365162572,0.3078932796188451,0.40432621546326,0.121584723826544,4.0432621546326,0.1161377437185541
Endothelial Cells,Ybx1,Notch1,Neutrophils,2,1.0,3.436899,6.873798,0.5770975590975312,0.3772012947548783,1,0.3333333333333333,0.4407443333333333,1.322233,0.7893168634837427,0.6921067203811548,1.514793758489,0.4555128352709872,9.088762550934,0.2610635510363241
Neutrophils,Ybx1,Notch1,Cancer Cell,1,0.3333333333333333,0.6217996666666669,1.865399,0.1044078018821595,0.1023642123371178,1,0.2,0.11764274,0.5882137,0.2106831365162572,0.3078932796188451,0.07315021651775336,0.02199696317730134,1.0972532477663,0.03151725305207503
Neutrophils,Ybx1,Notch1,Neutrophils,1,0.3333333333333333,0.6217996666666669,1.865399,0.1044078018821595,0.1023642123371178,1,0.3333333333333333,0.4407443333333333,1.322233,0.7893168634837427,0.6921067203811548,0.274054679551889,0.08241083870485813,2.466492115967001,0.07084695928504273
Cancer Cell,Cxcl1,Cxcr2,Cancer Cell,2,0.4,0.45134114,2.2567057,0.1390578999679795,0.2355531825751542,2,0.4,0.2329094794875732,1.164547397437866,0.1449080654283197,0.2202373319122047,0.1051216299887279,0.02015061126688471,2.628040749718197,0.05187760445378038
