ID,Symbol
MGI:1855701,Zpbp
MGI:1858170,Oaz3
MGI:1858171,Tlr5
MGI:1858178,Usp2
MGI:1858179,Nucb2
MGI:1858193,Folh1
MGI:1858195,Hnrnpu
MGI:1858196,Mybph
MGI:1858197,Plrg1
MGI:1858199,Ccnc
MGI:1858200,Prg3
MGI:1858201,Cntnap1
MGI:1858202,Rab11a
MGI:1858203,Rab25
MGI:1858204,Map3k14
MGI:1858208,Ech1
MGI:1858209,Nptx2
MGI:1858210,Stx7
MGI:1858211,Zranb2
MGI:1858212,Col5a3
MGI:1858213,Clpp
MGI:1858214,Ppm1d
MGI:1858215,Rwdd2b
MGI:1858216,Ube2k
MGI:1858219,Rcan2
MGI:1858220,Rcan3
MGI:1858222,Septin9
MGI:1858223,Cntn6
MGI:1858224,Chst3
MGI:1858225,Tuba8
MGI:1858226,Slc5a3
MGI:1858227,Cdkl2
MGI:1858229,Ppp1r3c
MGI:1858230,Sart3
MGI:1858231,Pkd2l2
MGI:1858232,Nudt5
MGI:1858233,Nphp1
MGI:1858234,Caprin1
MGI:1858235,Celsr2
MGI:1858236,Celsr3
MGI:1858247,Ear-ps1
MGI:1858253,Naip3-ps1
MGI:1858257,Mpp2
MGI:1858258,Eif3g
MGI:1858259,Tomm40
MGI:1858260,Gosr1
MGI:1858261,Slc7a10
MGI:1858271,Mtmr1
MGI:1858275,Svs2
MGI:1858277,Gal3st1
MGI:1858303,Srrm1
MGI:1858304,Ctps
MGI:1858305,Pgrmc1
MGI:1858306,Srpx
MGI:1858308,Tnk2
MGI:1858313,Uba2
MGI:1858317,Timm23
MGI:1858330,Nxf1
MGI:1858382,Phgr1
MGI:1858413,Prl2c5
MGI:1858414,Ngef
MGI:1858415,Ddx20
MGI:1858416,Stk39
MGI:1858417,Sec61a1
MGI:1858418,Ramp1
MGI:1858419,Bysl
MGI:1858420,Mcrs1
MGI:1858421,Rfx5
MGI:1858422,Lpar2
MGI:1858429,Cdc34b
MGI:1858430,Scarf2
MGI:1858435,Gpatch11
MGI:1858439,AA914427
MGI:1858451,Cyp3a41a
MGI:1858493,B4galt2
MGI:1858494,Bok
MGI:1858496,Deaf1
MGI:1858497,Igdcc4
MGI:1858500,Diaph2
MGI:1858510,Nell2
MGI:1858598,Rnase2b
MGI:1858599,Egfl6
MGI:1858600,Rasa4
MGI:1858622,Vamp5
MGI:1858683,Copg2
MGI:1858696,Copg1
MGI:1858730,Vamp4
MGI:1858732,Keap1
MGI:1858745,Icos
MGI:1858746,Kat6b
MGI:1858751,Rragc
MGI:1858752,Rundc3a
MGI:1858896,Spast
MGI:1858898,Psmd10
MGI:1858899,Krt35
MGI:1858901,Fut8
MGI:1858907,Blcap
MGI:1858910,Jmjd6
MGI:1858916,Septin1
MGI:1858943,Arl6ip1
MGI:1858952,Arhgef5
MGI:1858959,Elovl1
MGI:1858960,Elovl2
MGI:1858961,Prc1
MGI:1858963,Gnpnat1
MGI:1858964,Actr1a
MGI:1858965,Atf7ip
MGI:1859016,Ddah2
MGI:1859017,Elp5
MGI:1859026,Cnot4
MGI:1859086,Irx5
MGI:1859147,Batf
MGI:1859149,Epb41l4b
MGI:1859150,Akap7
MGI:1859152,Pla2g6
MGI:1859158,Pabpn1
MGI:1859162,Rnf10
MGI:1859165,Cacng3
MGI:1859167,Cacng4
MGI:1859168,Cacng6
MGI:1859169,Azin1
MGI:1859170,Pdcd7
MGI:1859179,Irf3
MGI:1859181,Prss16
MGI:1859183,Smarcal1
MGI:1859211,Irf6
MGI:1859212,Irf7
MGI:1859214,Pmm2
MGI:1859216,Avpr1a
MGI:1859217,Dnal4
MGI:1859251,Dctn3
MGI:1859252,Fmn2
MGI:1859270,Exoc7
MGI:1859271,Htatip2
MGI:1859274,Pdlim3
MGI:1859281,Hgfac
MGI:1859284,Cldn6
MGI:1859285,Cldn7
MGI:1859286,Cldn8
MGI:1859287,Dnmt3l
MGI:1859288,Barhl1
MGI:1859293,Atxn10
MGI:1859307,Unc93b1
MGI:1859310,Asah2
MGI:1859314,Barhl2
MGI:1859320,Cyhr1
MGI:1859324,Il1f6
MGI:1859325,Il1f5
MGI:1859328,Cpsf3
MGI:1859333,Nfat5
MGI:1859353,Mkrn1
MGI:1859384,Hpgds
MGI:1859388,Dll4
MGI:1859396,Mefv
MGI:1859515,Acrbp
MGI:1859516,Rps28
MGI:1859517,B3galt4
MGI:1859544,Syt6
MGI:1859545,Syt7
MGI:1859546,Syt10
MGI:1859547,Syt11
MGI:1859549,Btnl2
MGI:1859553,Lrrc6
MGI:1859555,Nup210
MGI:1859559,Slc22a7
MGI:1859565,Nap1l3
MGI:1859568,Cd164
MGI:1859606,Wdr45
MGI:1859607,Praf2
MGI:1859608,Ccdc22
MGI:1859609,Sfmbt1
MGI:1859610,Gpkow
MGI:1859615,Otud5
MGI:1859616,Gripap1
MGI:1859617,Ppp1r3f
MGI:1859618,Smgc
MGI:1859619,Ccdc120
MGI:1859621,Psmb6-ps
MGI:1859622,Smt3h2-ps
MGI:1859624,Psmb7-ps2
MGI:1859631,Pdgfc
MGI:1859635,Prickle3
MGI:1859637,Nphs1
MGI:1859638,Pqbp1
MGI:1859639,Cacna1f
MGI:1859644,Magix
MGI:1859645,Usp27x
MGI:1859646,Golga4
MGI:1859648,Ftsj1
MGI:1859649,Ctnnal1
MGI:1859650,Ramp2
MGI:1859652,Mtx2
MGI:1859660,Atp8b2
MGI:1859661,Atp11c
MGI:1859664,Atp8b4
MGI:1859665,Atp8b1
MGI:1859670,Adgrg3
MGI:1859682,Slc23a2
MGI:1859683,Rpp30
MGI:1859709,Rgs14
MGI:1859730,Sh3glb1
MGI:1859778,Hif3a
MGI:1859808,Prdx2-ps2
MGI:1859815,Prdx4
MGI:1859821,Prdx5
MGI:1859822,Crtam
MGI:1859823,Fezf2
MGI:1859834,Clec4f
MGI:1859852,Hes6
MGI:1859854,Rcor2
MGI:1859866,Cdc20
MGI:1859867,Syt8
MGI:1859920,Ebag9
MGI:1859937,Slc13a1
MGI:1859980,Insm1
MGI:1859993,Smad9
MGI:1860040,Trim3
MGI:1860055,Panx1
MGI:1860075,Ppt2
MGI:1860076,Rnf5
MGI:1860077,Msh4
MGI:1860078,Txnl1
MGI:1860079,Olfr70
MGI:1860080,Olfr71
MGI:1860083,Cd320
MGI:1860084,Hebp2
MGI:1860085,Stk19
MGI:1860086,Crlf3
MGI:1860093,Stard10
MGI:1860103,Slc2a8
MGI:1860118,Sema3d
MGI:1860130,Npffr2
MGI:1860137,Gp9
MGI:1860138,Gtpbp2
MGI:1860139,Gabbr1
MGI:1860140,Btg4
MGI:1860188,Snx3
MGI:1860191,Polm
MGI:1860197,Wdr7
MGI:1860203,Cxcl11
MGI:1860206,Ammecr1
MGI:1860236,Rabep1
MGI:1860262,Cts7
MGI:1860263,Psmg1
MGI:1860266,Pfpl
MGI:1860267,Set
MGI:1860275,Cts8
MGI:1860276,Ubqln1
MGI:1860283,Ubqln2
MGI:1860292,Ramp3
MGI:1860295,Ftsj3
MGI:1860297,Apba1
MGI:1860298,Sfrp5
MGI:1860299,Dnah10
MGI:1860303,Grasp
MGI:1860374,Mad2l1
MGI:1860383,Cd160
MGI:1860402,Zfp316
MGI:1860403,Elobl
MGI:1860417,Phyhip
MGI:1860418,Nagk
MGI:1860425,Cldn14
MGI:1860433,Pigp
MGI:1860437,Olfm1
MGI:1860440,Bace2
MGI:1860443,Rabggta
MGI:1860454,Phc2
MGI:1860456,Pck2
MGI:1860476,Nmu
MGI:1860483,Msgn1
MGI:1860484,Pbsn
MGI:1860485,Plek
MGI:1860486,Tdp2
MGI:1860487,Pcdh7
MGI:1860488,Proz
MGI:1860489,Ptbp2
MGI:1860490,Uevld
MGI:1860493,Arhgef7
MGI:1860494,Ddx21
MGI:1860508,Abcb10
MGI:1860511,Heyl
MGI:1860512,Prpf40a
MGI:1860513,Fnbp4
MGI:1860517,Rdh7
MGI:1860603,Rpl36
MGI:1860604,Gucy1b1
MGI:1860606,Akap8l
MGI:1860611,Pdlim1
MGI:1860763,Eif3i
MGI:1860764,Pde3a
MGI:1860765,Extl3
MGI:1860766,Mtag2
MGI:1860775,Actr8
MGI:1860776,Chdh
MGI:1860835,Ak3
MGI:1861032,Raet1d
MGI:1861099,Ubr2
MGI:1861100,Ubr3
MGI:1861229,Adam21
MGI:1861231,Clec4n
MGI:1861232,Clec4e
MGI:1861305,Fntb
MGI:1861354,Apbb1ip
MGI:1861376,Slc15a1
MGI:1861377,Fgf21
MGI:1861379,Klk4
MGI:1861380,Sphk2
MGI:1861431,Clec7a
MGI:1861432,Tcea1-ps1
MGI:1861434,Ctsf
MGI:1861437,Gsk3b
MGI:1861438,Gcm2
MGI:1861440,Trim17
MGI:1861441,Rab27a
MGI:1861444,Prl2b1
MGI:1861446,Prl2a1
MGI:1861447,Ankrd2
MGI:1861452,Pigo
MGI:1861453,Actl6a
MGI:1861457,Dynll1
MGI:1861461,H1f5
MGI:1861586,Krt71
MGI:1861600,Tulp2
MGI:1861601,Cpsf2
MGI:1861602,Cpsf4
MGI:1861606,Tacstd2
MGI:1861607,Gbf1
MGI:1861622,Aldh9a1
MGI:1861630,Espn
MGI:1861674,Gnasas1
MGI:1861676,Nme6
MGI:1861691,Lgi1
MGI:1861694,Cited4
MGI:1861712,Tssc4
MGI:1861718,Trpm5
MGI:1861721,Necab3
MGI:1861722,Aldh1a3
MGI:1861723,Ctsr
MGI:1861727,Dkc1
MGI:1861728,Wwp1
MGI:1861729,Abcb9
MGI:1861731,Ccl28
MGI:1861733,Pcnx3
MGI:1861735,Tmeff2
MGI:1861742,Gabarap
MGI:1861746,Lmbr1
MGI:1861747,Rnf32
MGI:1861749,Nom1
MGI:1861755,Nsmf
MGI:1861774,Rbms1
MGI:1861776,Rbms2
MGI:1861899,Htr3b
MGI:1861901,Mast1
MGI:1861942,Gtf2ird1
MGI:1862037,Slc12a5
MGI:1888388,H2az1
MGI:1888480,Ly6i
MGI:1888495,Zfp276
MGI:1888496,Tbx20
MGI:1888498,Gabrq
MGI:1888499,Cxcl13
MGI:1888501,Ltb4r2
MGI:1888504,Retnla
MGI:1888505,Retnlb
MGI:1888506,Retn
MGI:1888513,Fzd2
MGI:1888514,Cxcl14
MGI:1888517,Rhcg
MGI:1888518,Vav3
MGI:1888519,Lmx1a
MGI:1888520,Brd4
MGI:1888525,Tob2
MGI:1888526,Xpo4
MGI:1888527,Apba3
MGI:1888530,H1f6
MGI:1888594,Icmt
MGI:1888669,Psmd8
MGI:1888676,Rps27
MGI:1888677,Gigyf1
MGI:1888678,Otor
MGI:1888697,Taf9
MGI:1888707,St3gal6
MGI:1888711,Pf4
MGI:1888712,Ppbp
MGI:1888742,Extl1
MGI:1888897,Cyp2c23
MGI:1888902,Naa80
MGI:1888908,Aldh18a1
MGI:1888909,Bhmt-ps1
MGI:1888921,P3h1
MGI:1888939,Septin6
MGI:1888971,Sult4a1
MGI:1888978,Ntn4
MGI:1888981,Rexo2
MGI:1888984,Tbx21
MGI:1888986,Dlg3
MGI:1888992,Msln
MGI:1888993,Api5
MGI:1888994,Fmnl1
MGI:1888996,Cd59b
MGI:1888998,Usp29
MGI:1888999,Angptl4
MGI:1889000,Poll
MGI:1889001,Nub1
MGI:1889002,Wdr4
MGI:1889005,Fxyd4
MGI:1889006,Fxyd7
MGI:1889007,Ttyh1
MGI:1889008,Atp2c1
MGI:1889011,Sncb
MGI:1889023,Banp
MGI:1889024,Cd200r1
MGI:1889073,Rangrf
MGI:1889205,Cpq
MGI:1889206,Skap2
MGI:1889208,Cks1b
MGI:1889209,Gipc2
MGI:1889272,Cadm1
MGI:1889273,Fxyd1
MGI:1889276,Dgke
MGI:1889277,Astn2
MGI:1889278,Pdss1
MGI:1889286,Cbln3
MGI:1889294,Rbm38
MGI:1889295,Eral1
MGI:1889333,AA545190
MGI:1889334,Zfp800
MGI:1889336,Adck2
MGI:1889341,Hacd3
MGI:1889342,Sit1
MGI:1889348,Zfp318
MGI:1889364,Akirin2
MGI:1889371,Il17re
MGI:1889376,Ccdc126
MGI:1889377,Krcc1
MGI:1889383,Ap1s2
MGI:1889385,Crebl2
MGI:1889411,Tnfrsf13b
MGI:1889505,B3gnt2
MGI:1889506,Crlf2
MGI:1889507,Pidd1
MGI:1889508,Tbc1d1
MGI:1889509,Gsdma
MGI:1889510,Cdc42se1
MGI:1889549,Txnip
MGI:1889574,Extl2
MGI:1889575,Adar
MGI:1889576,Cntrl
MGI:1889580,Rbm6-ps1
MGI:1889581,Rbm6-ps2
MGI:1889583,Sh3kbp1
MGI:1889585,Sall1
MGI:1889595,Ppp1r1a
MGI:1889615,Luzp2
MGI:1889619,Cts6
MGI:1889623,Trim54
MGI:1889642,Elp2
MGI:1889651,Eid1
MGI:1889679,Slco1c1
MGI:1889800,Myot
MGI:1889802,Hibadh
MGI:1889810,Gp6
MGI:1889817,Repin1
MGI:1889818,Tspan12
MGI:1889827,Zfp862-ps
MGI:1889842,Fam13a
MGI:1889844,Sumf1
MGI:1889850,Gsdme
MGI:1890077,Foxo1
MGI:1890081,Foxo3
MGI:1890110,Robo2
MGI:1890127,Plxnc1
MGI:1890128,Rhox9
MGI:1890149,Tpm3
MGI:1890156,Stx8
MGI:1890165,Larp1
MGI:1890169,Erbin
MGI:1890212,Porcn
MGI:1890215,Rnf25
MGI:1890216,Slc6a14
MGI:1890218,Akap10
MGI:1890219,Cdh23
MGI:1890220,Gpr132
MGI:1890221,Fetub
MGI:1890222,Midn
MGI:1890226,Fxyd6
MGI:1890257,Tas2r103
MGI:1890258,Tas2r116
MGI:1890357,Igf2bp1
MGI:1890358,Igf2bp2
MGI:1890359,Igf2bp3
MGI:1890373,Cemip2
MGI:1890378,Zfp110
MGI:1890380,Kptn
MGI:1890386,Fscn3
MGI:1890391,Fstl3
MGI:1890393,Zfp277
MGI:1890394,Ankrd24
MGI:1890396,Suv39h2
MGI:1890404,Serhl
MGI:1890409,Rbp7
MGI:1890410,Acss2
MGI:1890430,Paxip1
MGI:1890440,Uchl4
MGI:1890444,Dxo
MGI:1890446,Dach2
MGI:1890457,Slc15a2
MGI:1890463,Ear6
MGI:1890464,Ear10
MGI:1890465,Rnase2a
MGI:1890466,Ear-ps2
MGI:1890467,Vps35
MGI:1890470,Pcbp3
MGI:1890471,Pcbp4
MGI:1890472,Il19
MGI:1890473,Il20
MGI:1890474,Il21
MGI:1890475,Il21r
MGI:1890476,Rad18
MGI:1890478,Slc5a4b
MGI:1890480,Galnt10
MGI:1890494,Laptm4b
MGI:1890495,Elac1
MGI:1890496,Elac2
MGI:1890497,Plvap
MGI:1890498,Mcoln1
MGI:1890500,Mcoln3
MGI:1890504,Maml1
MGI:1890505,Plin1
MGI:1890508,Zmpste24
MGI:1890509,Gpx4-ps1
MGI:1890510,Atp6v0b
MGI:1890518,Nlrp4c
MGI:1890520,Vps4a
MGI:1890538,Cbx3-ps1
MGI:1890539,Cbx3-ps2
MGI:1890540,Cbx3-ps3
MGI:1890541,Pramel1
MGI:1890544,Tex13b
MGI:1890545,Tex16
MGI:1890546,Lin28a
MGI:1890563,Wasf1
MGI:1890564,Rcan1
MGI:1890574,Sptbn4
MGI:1890577,Srsf4
MGI:1890594,Abcg4
MGI:1890596,Evc
MGI:1890602,Gabarapl2
MGI:1890613,Pes1
MGI:1890614,Dusp12
MGI:1890615,Panx2
MGI:1890616,Scube1
MGI:1890618,Zfp319
MGI:1890619,Gan
MGI:1890621,Donson
MGI:1890645,Nek7
MGI:1890646,Nek8
MGI:1890647,Fign
MGI:1890648,Fignl1
MGI:1890651,Brwd1
MGI:1890655,Pdcl2
MGI:1890657,Pramel3
MGI:1890659,Trim39
MGI:1890662,Slc9a3r2
MGI:1890663,Dkk2
MGI:1890682,Evi2b
MGI:1890695,Rab9
MGI:1890752,Zfp81
MGI:1890753,Zfp82
MGI:1890773,Actn4
MGI:1890811,Npm2
MGI:1890816,Vsx1
MGI:1890889,Ndufs5
MGI:1890894,Ndufv3
MGI:1890948,Supt16
MGI:1891012,F12
MGI:1891017,Zfpl1
MGI:1891037,Mtrr
MGI:1891061,Oxct2a
MGI:1891066,Aqp9
MGI:1891112,Gmds
MGI:1891123,Kcne2
MGI:1891124,Kcne3
MGI:1891125,Kcne4
MGI:1891150,Styx
MGI:1891158,Tbx19
MGI:1891160,Chst2
MGI:1891189,Ensa
MGI:1891190,Ctsz
MGI:1891198,Zfp108
MGI:1891207,Plpbp
MGI:1891209,Efemp2
MGI:1891214,Lhfpl1
MGI:1891217,Zfp423
MGI:1891221,Crtap
MGI:1891227,Edf1
MGI:1891228,Scel
MGI:1891236,Snurf
MGI:1891247,Otof
MGI:1891250,Gprc5a
MGI:1891254,Bag2
MGI:1891258,Parp3
MGI:1891259,Lrat
MGI:1891291,Kcnk6
MGI:1891295,Ube3b
MGI:1891304,Ap1s3
MGI:1891307,Ubn1
MGI:1891321,Aym1
MGI:1891338,Srpk3
MGI:1891340,Lpin1
MGI:1891341,Lpin2
MGI:1891342,Lpin3
MGI:1891343,Prkag3
MGI:1891344,Prg4
MGI:1891346,Fgf20
MGI:1891351,Spock2
MGI:1891352,Psg20
MGI:1891353,Psg21
MGI:1891354,Psg22
MGI:1891355,Psg23
MGI:1891357,Psg25
MGI:1891358,Psg26
MGI:1891359,Psg27
MGI:1891360,Psg28
MGI:1891361,Psg29
MGI:1891366,Cnnm1
MGI:1891369,Capn12
MGI:1891372,Bbox1
MGI:1891374,Brdt
MGI:1891379,Bhmt2
MGI:1891384,Mov10l1
MGI:1891387,Ccl19-ps1
MGI:1891389,Ccl27b
MGI:1891390,Ccl19-ps2
MGI:1891391,Ccl19-ps3
MGI:1891393,Igsf6
MGI:1891396,Kirrel
MGI:1891408,Onecut2
MGI:1891409,Onecut3
MGI:1891410,Pacsin3
MGI:1891413,Tsga13
MGI:1891414,Cep41
MGI:1891420,Tlnrd1
MGI:1891421,Mesd
MGI:1891427,Fgf23
MGI:1891428,Pcdh15
MGI:1891430,Slc36a2
MGI:1891433,Sppl3
MGI:1891434,Pde4dip
MGI:1891435,Atp5md
MGI:1891436,Foxp3
MGI:1891442,Pcdhac1
MGI:1891443,Pcdhac2
MGI:1891445,Peli2
MGI:1891456,Ripk2
MGI:1891457,Polh
MGI:1891463,Gpr137b
MGI:1891468,Lgr4
MGI:1891471,Spsb3
MGI:1891495,Jph1
MGI:1891496,Jph2
MGI:1891497,Jph3
MGI:1891638,Nek6
MGI:1891640,Galnt6
MGI:1891654,Actr10
MGI:1891679,Brat1
MGI:1891689,Dctn5
MGI:1891690,Syncrip
MGI:1891691,Arpp19
MGI:1891692,Hnrnpr
MGI:1891693,Mtmr7
MGI:1891694,Gkap1
MGI:1891697,Ackr2
MGI:1891698,Pnkp
MGI:1891699,Stk25
MGI:1891700,Ncstn
MGI:1891701,Pxmp4
MGI:1891702,Cope
MGI:1891703,Gpa33
MGI:1891704,Hbs1l
MGI:1891705,Myl10
MGI:1891706,Spen
MGI:1891708,Npff
MGI:1891713,Habp4
MGI:1891716,Emcn
MGI:1891717,Rnf130
MGI:1891725,Miox
MGI:1891731,Stub1
MGI:1891740,Dact1
MGI:1891748,Maea
MGI:1891749,Wrap73
MGI:1891750,Mycbp
MGI:1891751,Gps2
MGI:1891763,Ppp4c
MGI:1891766,Camkk1
MGI:1891767,Chst7
MGI:1891808,Tollip
MGI:1891823,Wbp11
MGI:1891824,Acin1
MGI:1891825,Pigb
MGI:1891826,Tubd1
MGI:1891827,Gde1
MGI:1891828,Becn1
MGI:1891829,Rbx1
MGI:1891830,Pkp3
MGI:1891831,Sfn
MGI:1891832,Patz1
MGI:1891833,Pfkp
MGI:1891834,Nupr1
MGI:1891835,Hdac7
MGI:1891836,Mkks
MGI:1891837,Cpb2
MGI:1891838,Zbtb32
MGI:1891839,Phax
MGI:1891840,Ncbp1
MGI:1891883,C2cd2
MGI:1891884,Nrip2
MGI:1891915,Foxo4
MGI:1891916,Plag1
MGI:1891917,Ywhab
MGI:1891924,Pcnx
MGI:1891925,Hnrnph1
MGI:1913063,Myoz2
MGI:1913066,Sh3rf1
MGI:1913083,Ms4a4b
MGI:1913096,Jmy
MGI:1913099,Psrc1
MGI:1913100,Cldn9
MGI:1913101,Cldn10
MGI:1913102,Cldn13
MGI:1913103,Cldn15
MGI:1913105,Slc28a2
MGI:1913106,Il1rapl2
MGI:1913107,Il1rl2
MGI:1913122,Tmem45a
MGI:1913125,Pias1
MGI:1913126,Pias3
MGI:1913128,Bet1l
MGI:1913129,Rbm8a
MGI:1913144,Alyref2
MGI:1913150,Trem2
MGI:1913153,Mrps31
MGI:1913192,Fhl5
MGI:1913208,Carm1
MGI:1913224,Hs1bp3
MGI:1913266,Tk2
MGI:1913272,Kcnmb4
MGI:1913275,Rcl1
MGI:1913276,Ngly1
MGI:1913277,Crbn
MGI:1913283,Dnase2b
MGI:1913284,Psmd14
MGI:1913287,Clec1b
MGI:1913288,Sdhaf3
MGI:1913290,Nfu1
MGI:1913292,Sostdc1
MGI:1913293,Atp5d
MGI:1913294,Dtd1
MGI:1913296,Ndufb5
MGI:1913297,Mrpl54
MGI:1913298,Emc6
MGI:1913299,Rogdi
MGI:1913300,0610009B22Rik
MGI:1913301,0610012G03Rik
MGI:1913302,Sdhc
MGI:1913303,Ypel1
MGI:1913304,Cndp2
MGI:1913305,Sf3b6
MGI:1913308,Tmem176a
MGI:1913309,Krtcap2
MGI:1913310,Cystm1
MGI:1913311,Tctex1d2
MGI:1913315,Hsd17b14
MGI:1913316,Gng11
MGI:1913317,Gtpbp8
MGI:1913318,Glmp
MGI:1913319,Snupn
MGI:1913320,Cwc15
MGI:1913321,Ethe1
MGI:1913322,Sdhaf2
MGI:1913323,Txndc12
MGI:1913324,Tmem167
MGI:1913325,Chchd3
MGI:1913327,Aurkaip1
MGI:1913328,Tsen34
MGI:1913331,Sharpin
MGI:1913332,Abhd6
MGI:1913333,Setd6
MGI:1913334,Rmnd1
MGI:1913335,Eif3f
MGI:1913336,Fopnl
MGI:1913337,Emc3
MGI:1913339,Rmnd5b
MGI:1913340,Ypel3
MGI:1913341,Ndufa3
MGI:1913342,Ghitm
MGI:1913344,Lsm7
MGI:1913346,Lamtor4
MGI:1913348,Chchd6
MGI:1913353,Naxd
MGI:1913354,Tceal3
MGI:1913355,Ube2d3
MGI:1913356,Smpx
MGI:1913357,Wfdc21
MGI:1913358,Ndufa9
MGI:1913359,Tspan13
MGI:1913361,Tmed3
MGI:1913362,Mtarc1
MGI:1913363,Apoa5
MGI:1913364,Dnajc30
MGI:1913366,Nat8f1
MGI:1913367,Fmc1
MGI:1913368,Sarnp
MGI:1913369,Tomm6
MGI:1913370,Fkbp11
MGI:1913371,Chchd1
MGI:1913373,1110006O24Rik
MGI:1913374,Josd2
MGI:1913375,Sf3b5
MGI:1913376,Elof1
MGI:1913378,Mrps36
MGI:1913379,Prxl2c
MGI:1913382,Prorp
MGI:1913385,Ggt7
MGI:1913386,Znrd1
MGI:1913388,Bud23
MGI:1913389,Mymk
MGI:1913390,Ska2
MGI:1913391,Ifitm3
MGI:1913392,Cox7b
MGI:1913393,Eef1e1
MGI:1913394,Atp6v1f
MGI:1913396,Maco1
MGI:1913397,Necap2
MGI:1913398,Dnajc15
MGI:1913399,Sptssa
MGI:1913401,Prr13
MGI:1913402,Uqcr10
MGI:1913404,Tmem14c
MGI:1913405,Ufc1
MGI:1913406,Anapc11
MGI:1913408,Rtl8a
MGI:1913411,Pop4
MGI:1913412,Bola2
MGI:1913414,Nip7
MGI:1913415,Bccip
MGI:1913416,S100a14
MGI:1913417,Tma7
MGI:1913418,Grina
MGI:1913419,Tomm7
MGI:1913420,Chchd5
MGI:1913421,Pgls
MGI:1913422,Med11
MGI:1913423,Ccdc107
MGI:1913424,Nudt14
MGI:1913425,Mustn1
MGI:1913426,Nat9
MGI:1913427,Ubl5
MGI:1913429,Ogfod3
MGI:1913430,P3h4
MGI:1913431,Nop10
MGI:1913433,Sptssb
MGI:1913434,Rps4l
MGI:1913435,Virma
MGI:1913438,Sertad1
MGI:1913440,Acer3
MGI:1913441,Ier3ip1
MGI:1913442,Lage3
MGI:1913443,Pithd1
MGI:1913444,Pycrl
MGI:1913445,Lce1g
MGI:1913446,Myo19
MGI:1913447,Cks2
MGI:1913448,Them5
MGI:1913449,Commd4
MGI:1913450,Commd6
MGI:1913451,Vta1
MGI:1913452,1110059G10Rik
MGI:1913453,Lce1m
MGI:1913454,Acyp1
MGI:1913455,Cd302
MGI:1913456,1110059E24Rik
MGI:1913458,Nenf
MGI:1913459,Inip
MGI:1913461,Rpl3l
MGI:1913462,Sec61b
MGI:1913463,Med7
MGI:1913464,Rgcc
MGI:1913466,Bsdc1
MGI:1913468,Ndufb9
MGI:1913470,Zdhhc12
MGI:1913472,Serpinb1a
MGI:1913473,Mrpl35
MGI:1913475,Llph
MGI:1913476,Trappc2
MGI:1913479,Rpl7l1
MGI:1913480,Mrps28
MGI:1913481,Thoc7
MGI:1913482,Znrd2
MGI:1913483,Dmap1
MGI:1913484,Msmo1
MGI:1913485,Eif1ax
MGI:1913486,1500011B03Rik
MGI:1913487,Atp6v1g2
MGI:1913489,Rsrc2
MGI:1913490,Kcne1l
MGI:1913491,Tmem9
MGI:1913492,Mrps16
MGI:1913493,C1galt1c1
MGI:1913495,Hspbp1
MGI:1913496,Osgep
MGI:1913498,Alg5
MGI:1913499,Pno1
MGI:1913500,Taf13
MGI:1913501,Arfgap3
MGI:1913503,Aig1
MGI:1913504,Dimt1
MGI:1913505,Hsbp1l1
MGI:1913506,Ssr2
MGI:1913507,Nicn1
MGI:1913508,Mrps17
MGI:1913509,Camk2n1
MGI:1913510,Tmem54
MGI:1913511,Tm4sf20
MGI:1913513,1810014B01Rik
MGI:1913514,Ccdc28b
MGI:1913516,Eapp
MGI:1913518,Pigyl
MGI:1913519,Tmed6
MGI:1913520,Retreg1
MGI:1913521,Tmem126a
MGI:1913522,Cox16
MGI:1913523,Aamdc
MGI:1913524,Lyrm9
MGI:1913526,1810009A15Rik
MGI:1913528,Smim20
MGI:1913529,Tmem218
MGI:1913530,1810028F09Rik
MGI:1913532,Tma16
MGI:1913533,Gkn1
MGI:1913534,Gkn2
MGI:1913536,Sec11c
MGI:1913538,Pdcd5
MGI:1913539,Mptx1
MGI:1913540,Atp6v1g1
MGI:1913541,Smim8
MGI:1913542,Mrps21
MGI:1913543,Snhg16
MGI:1913544,Fam3a
MGI:1913546,Haus2
MGI:1913547,Pantr1
MGI:1913548,Defa21
MGI:1913550,Inafm1
MGI:1913552,Rmdn1
MGI:1913556,Fam53c
MGI:1913557,Isoc1
MGI:1913558,Mplkip
MGI:1913559,Tmem128
MGI:1913560,Dpy30
MGI:1913561,Cenpw
MGI:1913563,Smurf2
MGI:1913564,Tpd52l2
MGI:1913565,Senp7
MGI:1913570,Tmem208
MGI:1913571,1700008B11Rik
MGI:1913572,Krt88
MGI:1913573,1700001K19Rik
MGI:1913575,1700008H02Rik
MGI:1913576,Dnajc5b
MGI:1913578,Scp2d1
MGI:1913579,Susd3
MGI:1913580,1700020L24Rik
MGI:1913581,Galntl6
MGI:1913582,1700018B24Rik
MGI:1913583,Aqp11
MGI:1913584,1700025K04Rik
MGI:1913585,Atp6v1c1
MGI:1913586,Cenpp
MGI:1913587,Fam229b
MGI:1913588,Cdrt4
MGI:1913589,Ttll9
MGI:1913590,Psenen
MGI:1913591,Eid3
MGI:1913593,Tmem177
MGI:1913594,Lce3b
MGI:1913596,1700029P11Rik
MGI:1913597,1700029M20Rik
MGI:1913599,Dmac2
MGI:1913600,Pla2g12a
MGI:1913603,Riiad1
MGI:1913604,Snw1
MGI:1913605,Gmpr
MGI:1913606,Knop1
