Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand detection rate,Ligand average expression value,Ligand derived specificity of average expression value,Receptor detection rate,Receptor average expression value,Receptor derived specificity of average expression value,Edge average expression weight,Edge average expression derived specificity
Neutrophils,Spp1,Cd44,Cancer Cell,0.3333333333333333,1.235450666666667,0.4364149572966837,0.6,0.51319096,0.3638429170291098,0.6340221136593066,0.1587864910979598
Neutrophils,Hsp90aa1,Fgfr3,Cancer Cell,0.6666666666666666,1.3743816666666668,0.2583325481711858,0.4,0.42691158,0.5069632704920182,0.5867394488397,0.1309651134954012
Neutrophils,Cxcl2,Cxcr2,Cancer Cell,1.0,6.008184666666666,0.8419044283064044,0.4,0.2329094794875732,0.1449080654283197,1.399363163378551,0.1219987419814166
Neutrophils,Gpi1,Amfr,Cancer Cell,0.3333333333333333,0.6241173333333333,0.2228210257758197,0.4,0.46538214,0.5285032730757427,0.29045306019776,0.1177616414326151
Neutrophils,Spp1,Itgb5,Cancer Cell,0.3333333333333333,1.235450666666667,0.4364149572966837,0.4,0.22334192,0.2642656846184621,0.2759279239586134,0.115329497467745
Neutrophils,H2-K1,Aplp2,Cancer Cell,0.6666666666666666,1.784485333333333,0.2398343181255831,1.0,1.01991414,0.3582578594937986,1.82002182408928,0.08592252944482613
Neutrophils,Vasp,Cxcr2,Cancer Cell,0.6666666666666666,1.955054,0.5418551713958083,0.4,0.2329094794875732,0.1449080654283197,0.4553506095100979,0.0785191846292972
Neutrophils,Cxcl1,Cxcr2,Cancer Cell,0.6666666666666666,1.7350143333333332,0.5345567426175182,0.4,0.2329094794875732,0.1449080654283197,0.4041012852801454,0.0774615834343688
Neutrophils,Vim,Cd44,Cancer Cell,0.6666666666666666,1.0625440000000002,0.1641337412311415,0.6,0.51319096,0.3638429170291098,0.54528797540224,0.05971889919243958
Neutrophils,Apoe,Scarb1,Cancer Cell,0.6666666666666666,1.363534,0.3057757543315459,0.6,0.40387136,0.1754923626816971,0.5506923309862399,0.05366130957842117
Neutrophils,Gnai2,Cxcr2,Cancer Cell,0.6666666666666666,1.5299303333333332,0.3427621983762912,0.4,0.2329094794875732,0.1449080654283197,0.35633527758891603,0.04966900706866632
Neutrophils,Mif,Cd74,Cancer Cell,1.0,2.356814,0.4095039377857957,0.6,0.36824826,0.1106854213906028,0.8678926546436402,0.04532611591493201
Neutrophils,App,Cd74,Cancer Cell,0.3333333333333333,0.6326473333333333,0.2111878619839138,0.6,0.36824826,0.1106854213906028,0.23297127969364,0.02337541749626997
