,RYK,SLC16A7,OR1E1,IL6ST,IFNAR2,OCLN,IFNAR1,CD226,LIFR,L1CAM,CRLF3,TYROBP,GPR182,GPR183,PTGER1,PTGER2,RTN4R,SPN,GLP1R,SLC9C2,BRS3,SIRPG,NPR1,NPR2,NPR3,TAS2R19,SIRPA,TAS2R14,TAS2R16,TAS2R10,IL2RB,TAS2R13,BDKRB2,CSF3R,TEK,GYPC,GYPE,LRP4,SLC16A4,CLEC2B,ADGRL4,CLEC2D,COLEC12,MAG,PLXNA2,LRP8,HHIP,ITGA8,ITGA9,CD1D,LGR6,CD1B,CD1C,ACVR1C,CD1A,ITGA1,ITGA2,ITGA3,ITGA4,ITGA5,GPR19,ITGA7,TRHR,CHL1,EDNRA,FZD10,MC4R,LILRB5,LILRB3,LILRB2,LILRB1,TAAR8,KIR2DS4,JAM3,HRH4,LSR,TNFRSF9,TNFRSF4,GRM5,GRM6,SIGLEC9,GRM1,GRM2,GRM3,HMMR,IL5RA,GUCY2C,GUCY2D,CADM3,MC3R,NFASC,CNTFR,THBD,TACR3,TACR2,TYRO3,ITGAX,ZNRF3,HCAR2,KIAA1549,ITGAV,KIR2DL3,KIR2DL1,ITGAL,FLOT1,KIR2DL4,SORT1,SLC18A2,LPAR5,IL15RA,ITGAE,CD19,CACNA1C,RET,TNFRSF10C,TNFRSF10B,TNFRSF10A,TNFRSF10D,IGF2R,RGMB,OXER1,HRH2,P2RY14,TAS2R5,P2RY11,P2RY12,P2RY13,CDH19,DIP2A,CD200R1,ART1,PLSCR4,MCAM,LEPR,OPRM1,IL3RA,ADGRL1,LTK,MXRA8,BDKRB1,IL2RA,CRTAM,F3,ALK,SCARF1,IL2RG,TAS2R7,TAS2R4,IL21R,INSR,TAS2R1,SSTR1,SSTR3,SSTR2,ATP1A3,SSTR4,OXTR,TMEM8A,SDC2,KLRD1,ERBB3,EGFR,IGF1R,PTPRZ1,NGFR,GIPR,DYSF,GJB2,CXCR3,CXCR2,CXCR1,NEO1,PGR,CXCR6,CXCR5,CXCR4,ITGB1,KISS1R,ITGB3,ITGB2,ITGB5,ITGB4,ITGB7,ITGB6,CD44,CD47,CD46,SCN8A,CD40,NCR1,P2RY2,MMP24,NRP1,NRP2,NMUR2,NMUR1,KLRK1,C3AR1,GPR150,FLRT2,CHRNG,LILRA6,LILRA4,LILRA5,LILRA2,LILRA3,LILRA1,AVPR1B,CLEC10A,AVPR1A,IL1RL1,IL1RL2,CCRL2,C5AR2,TIGIT,C5AR1,FCGR1A,TAS2R50,IFNLR1,ADRA2A,ADRA2B,FGFR3,PROKR1,PROKR2,CLEC1B,VSIR,PLXND1,CDH2,CDH5,CDH7,CDH6,ADRA2C,IFITM1,SORCS3,IL31RA,STRA6,RAMP1,PTH2R,RAMP3,RAMP2,TNFRSF21,ADCY7,EPHA1,SIGLEC10,LY96,CACHD1,LRRC4C,TAS2R38,APP,RHBDL2,NRXN2,NRXN1,TAS2R42,CDON,SLC5A11,ADGRG1,HCRTR1,TAS1R3,HCRTR2,GHRHR,VLDLR,IL10RB,TAS2R20,SMPD2,NCSTN,CNTN1,MDGA1,VANGL1,VANGL2,CD48,LHCGR,ADORA2B,MARCO,GALR2,GRM7,CEACAM1,ITGB8,GPR162,CEACAM8,PLXDC2,PLXDC1,SORL1,ENG,NCR3,GPR17,NPFFR2,FZD2,NPFFR1,PTGDR2,PHEX,KLRG1,EPOR,ALG10B,APLNR,CD96,CD93,ATP5F1B,CD3E,S1PR2,SCN5A,S1PR1,CD74,PDGFRB,PDGFRA,CD72,LGR4,EPHA10,GPR75,MAGT1,ADAM30,TREM2,ANO8,FLT4,FLT3,FLT1,PVR,ADIPOR2,S1PR3,ITGA2B,GPR37,ACVR1B,CSF1R,S1PR5,S1PR4,SLC17A7,MRGPRX1,P2RY4,MRGPRX2,TNFRSF6B,TGFBR3,TGFBR2,TGFBR1,PLA2R1,IL6R,ENO1,ASGR2,ITGA6,LAMP1,GPR18,MC5R,COL17A1,TAAR5,CXADR,KEL,TAAR1,NPY5R,QRFPR,TAAR9,TNFRSF14,KL,F2RL3,LPAR3,F2RL1,LPAR1,CRHR2,LPAR4,CRHR1,PTK7,ACVR2A,ACVR2B,PTGDR,CD247,CD248,EDNRB,CD320,NPTN,FCGR2B,IL18RAP,XCR1,VIPR2,VIPR1,DSC3,OGFR,KLRC1,KLRC2,VASN,KLRC4,CHRM4,CHRM3,CHRM1,FCGR2A,VTCN1,TNFRSF11A,TNFRSF11B,GCGR,NPSR1,DCBLD2,CLEC4M,HTR1B,ASGR1,ACKR4,CALCR,AGR2,NOTCH1,ACKR2,NOTCH3,GPR135,MAS1,CKAP4,PTCH2,CACNG1,CACNG2,PTCH1,NPY2R,CACNG5,CACNG6,LAMP2,MUSK,FGFRL1,CRLF2,MERTK,LYVE1,CRLF1,CD33,CD36,GPR39,CLEC14A,GPR31,APCDD1,GPR32,GPR35,GHSR,AXL,CAV1,LTBR,PECAM1,GHR,LINGO1,IL12RB1,IL12RB2,DCC,ATP6AP2,GP9,TNFRSF8,GP6,HRH3,ERBB2,MC1R,KCNJ4,ERBB4,LRRC4,FPR1,FPR2,FPR3,GPR151,FLRT1,GRM4,TAAR6,FGFR4,FGFR2,ROR2,ROR1,FGFR1,HJV,ADCY1,PLD2,NPY1R,ADCY8,ADCY9,KIT,GALR3,F2R,GALR1,NMBR,BMPR2,EDAR,CD3D,CD109,CD3G,CSF2RB,CSF2RA,AVPR2,EPHB3,ADORA1,NTSR2,NTSR1,TNFRSF17,ITGA10,ITGA11,LAIR1,IFNGR1,IFNGR2,CD200,TSHR,TNFRSF12A,TNFRSF18,TNFRSF19,CCKBR,BOC,SLC9A1,MET,PRLR,NT5E,TFRC,ACVR1,TAS2R46,EPHB2,CTLA4,TFR2,EPHB1,EPHB6,EPHB4,UNC5B,UNC5C,UNC5A,GFRA3,UNC5D,LPAR2,GABBR2,F2RL2,KIR3DL1,KIR3DL2,CR2,EDA2R,IL13RA1,CR1,TNFRSF1B,TNFRSF1A,DDR2,DDR1,CD200R1L,NPBWR1,AGTR2,AGTR1,TIE1,MOG,GPR176,STX1A,GPR45,STX1B,NTRK1,CD4,CCR1,CD6,CCR3,CCR4,CCR5,CD2,CCR7,CCR8,CCR9,DSC1,KLRF2,CD9,KLRF1,JMJD6,ADIPOR1,CD81,CD80,CD82,CD84,CD86,TACR1,TAS2R30,CASR,DSG2,DSG3,DSG1,GPR84,DSG4,TAS2R39,PLXNC1,CD63,IL13RA2,IL7R,KIDINS220,CD69,ATRN,ADAM21,ADAM23,ADAM22,CD8A,CD180,SLC18A3,LRP2,GPR37L1,LRP1,LRP6,RPSA,LRP5,PLXNA3,SSTR5,PLXNA1,PLXNA4,ADRB1,ADRB2,COL13A1,CFC1B,SLC16A1,MLNR,CD209,CFC1,IL1RAPL1,ADGRE5,PLAUR,ADGRE2,BMPR1A,BMPR1B,IL23R,ADCYAP1R1,CLEC3B,FAS,FAP,AMHR2,OPRL1,DPP4,ITGAM,SLC44A5,CALCRL,SIRPB1,MCHR2,IL11RA,MCHR1,IL1RAP,OPRK1,GRPR,ENTPD8,OLR1,ITGAD,DRD4,DRD5,DRD3,DRD1,OPRD1,CHRNA1,HTR1D,HTR1E,HTR1F,HTR1A,HAVCR2,CNR2,KLRB1,TNFRSF25,NRCAM,GFRAL,MC2R,LRFN3,LRFN5,LRFN4,APLP2,UTS2R,CANX,MRC1,MRC2,RXFP1,RXFP3,RXFP2,GRM8,RXFP4,NTRK2,NTRK3,FCER1G,TAS1R2,CD28,ENTPD3,TAS2R8,CD22,CCR10,CD27,CACNG3,HTR7,BAMBI,TSPAN1,GPR20,GPR27,GPR25,SMO,GPR1,TAS2R9,CSPG4,CX3CR1,CD5,ROBO1,MAGED1,ROBO3,ROBO2,MST1R,CCR2,TLR2,GFRA4,CD7,GFRA1,TLR4,TLR5,SCARB1,IL20RA,HTR5A,IL20RB,CCR6,NRXN3,HLA-F,ROBO4,CD151,ST14,KCNJ10,HCST,KREMEN2,KREMEN1,IL1R2,IL1R1,PLXNB2,PLXNB3,PLXNB1,KCNJ15,PILRA,PILRB,TLR1,HTR2A,HTR2C,IL22RA2,IL22RA1,CD79A,PROCR,DCHS1,ACVRL1,IL4R,NOTCH2,GFRA2,RNF43,ASIC3,HCAR3,TAS1R1,HCAR1,MTNR1B,NPY4R,MTNR1A,F11R,TMEM67,PMP22,BCAM,LRIG1,SDC1,MPL,SDC3,SDC4,CFTR,CHRNB1,ESAM,SCTR,IL17RE,IL17RC,IL17RB,IL17RA,RTN4RL2,EPHA8,EPHA7,EPHA6,EPHA5,EPHA4,EPHA3,EPHA2,ABCA1,TLR6,GNRHR,TAS2R3,HFE,IL10RA,CNR1,FZD1,IL9R,FZD3,FZD4,FZD5,FZD6,FZD7,FZD8,FZD9,GP1BA,GP1BB,NECTIN2,NECTIN3,NECTIN1,NECTIN4,HLA-B,OXGR1,SUCNR1,PDCD1,TBXA2R,ICOS,TAS2R31,AMFR,CHRNA7,PRTG,NCR2,TNFRSF13B,TNFRSF13C,GPR83,STX4,PLGRKT,CCKAR,TAS2R43,NOTCH4,TAS2R41,TAS2R40,KDR,PITPNM3,SELE,PGRMC1,GPIHBP1,GLP2R,PTH1R,CD53,LMBR1L,RTN4RL1,LGR5,ACKR1,CNTNAP1,ADAM11,CNTNAP2,TDGF1,GPR55,ACKR3,P2RX7,CACNG8,GRIN2C,TMIGD2,TRAT1,TMEM115,OSMR,FSHR,DISP2,PTPRB,LRP11,IGFLR1,BEX3,PTPRA,KLB,ADORA2A,IL18R1,TAAR2,PTGIR,GPC1,GPC2,AR,GPC4,GPC5,SIGLEC5,CACNG4,SELL,NPBWR2,PTPRS,SLC40A1,CMKLR1,CD163,IL27RA,LDLR,TAS2R60,PTPRG,PTPRF,PTPRD,PRLHR,GRIN2D,PVRIG,PTPRM,CACNG7,SELP,SIGLEC1
PCSK9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MFGE8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2M,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
